"","Label_0","Label_1","Label_2","Label_3","Label_4","Label_5","Label_6","Label_7","Label_8","Label_9","Label_10","Label_11","Label_12","Label_13","Label_14","Label_15","Label_16","Label_17","Label_18","Label_19","Label_20","Label_21","Label_22","Label_23","Label_24","Label_25","Label_26","Label_27","Label_28","Label_29","Label_30","Label_31","Label_32","Label_33","Label_34","Label_35","Label_36","Label_37","Label_38","Label_39","Label_40","Label_41","Label_42","Label_43","Label_44","Label_45","Label_46","Label_47","Label_48","Label_49","Label_50","TotalHeart"
"Male_ABOU_K1837-1-e15.5_baseline",20393022,13982,8171,5484,12836,5203,5599,6397,9905,5388,71476,36157,23144,9790,661,752,1943,4167,5118,3941,1156,1221,1212,3745,2407,529,1450,1322,1743,1756,11609,10812,7682,7887,2954,2875,21327,20025,5538,5004,12297,11128,23647,4953,6088,30324,15759,44029,15622,394,369,9822
"Male_ABQL_K1756-53-e15.5_baseline",20317980,17146,9273,6790,15722,5738,5679,8450,13146,5438,83235,41328,24777,13389,774,760,2187,5281,5523,4118,1526,1609,1342,2844,3598,935,1217,1035,1925,1835,13289,12974,8712,8571,3214,3061,22194,23356,6609,6836,12753,11933,26441,6193,7034,31683,19764,56225,13841,406,312,10359
"Male_ABSY_K1755-13-e15.5_baseline",20408696,12436,6498,5202,10145,4524,4426,6231,9043,3373,73367,39804,23224,10366,559,613,1859,4198,4759,3505,1024,1072,1319,3372,2463,475,1273,1476,1743,1611,11396,10522,8371,8324,3258,2836,20510,17697,6132,5710,12737,11332,24270,4611,5720,28393,15849,39079,14185,264,148,8676
"undeterminedSex_AAMN_N305-10-e15.5_baseline",20461904,10906,5338,3615,8807,3261,3806,4169,8251,3678,51511,27980,17020,7661,594,557,1373,3567,4404,3005,867,849,896,5810,2393,636,1216,996,2068,1638,9958,9494,6746,6887,2833,2638,20649,16555,6147,5199,12436,11365,21057,5961,5936,36262,17217,44515,8468,590,312,8311
"undeterminedSex_AAMN_N305-15-e15.5_baseline",20390400,12608,7039,5395,11952,4443,4495,5455,9494,5169,69450,41351,20936,9859,668,670,1575,4360,5322,3424,950,934,1022,4117,2611,697,1379,1310,1725,1697,11053,10219,6731,6932,2858,2667,18826,18494,6094,6034,13638,12172,23124,6186,6759,33797,17351,56278,9520,414,345,9505
"undeterminedSex_AAPN_K1026-14-e15.5_baseline",20396852,12666,6553,4200,11249,5208,4770,5164,9830,4817,69147,46746,22781,8389,694,627,1782,4391,4647,3924,1048,826,1349,4542,2769,497,1703,1688,1641,1513,10706,9852,7417,7471,2686,2558,18541,18276,5907,5316,13451,12005,23373,5314,6302,31848,16336,49539,10449,332,309,9212
"undeterminedSex_AAPN_K1026-3-e15.5_baseline",20388540,12568,7231,5155,10995,5034,4997,5982,9754,4875,77793,43457,24108,10418,860,779,1891,4002,5091,3649,1201,1115,1415,4406,2606,469,1711,1725,1728,1529,11384,10571,7921,8044,2704,2580,20470,18198,5749,5599,13581,11943,22679,4721,5659,29439,15531,41577,16028,407,130,9277
"undeterminedSex_AAPQ_K1076-4-e15.5_baseline",20398736,13709,7915,4736,10647,4715,4892,4130,10502,7266,71387,42726,20405,10725,668,539,1803,4157,5276,2986,889,980,1358,7355,2931,718,2203,1647,1776,1589,10779,11050,7425,7468,2755,2530,16608,19476,5850,5592,13212,12863,21727,5843,5193,32561,15680,43636,9925,325,136,8723
"undeterminedSex_AATQ_K112-28-e15.5_baseline",20493882,12977,6490,4794,9695,4429,4646,5331,8414,3701,46319,27999,13529,8121,535,445,1592,3837,5230,3971,1005,983,1247,3405,2172,446,1223,1112,1356,1312,9495,9021,6641,6907,2242,2229,13857,16713,5012,4489,9149,8876,19987,4598,4730,25766,14820,41116,12681,660,813,10674
"undeterminedSex_AATQ_K112-29-e15.5_baseline",20342266,16597,9537,6098,13899,5835,6742,7158,12017,7233,66285,35517,22734,10950,604,603,2088,5077,6074,4719,1360,1469,893,2920,3074,1086,1064,955,2092,1901,13312,12971,8503,8393,3381,3205,23643,24118,7350,7571,12841,12308,25042,6510,6326,37051,20607,54089,12895,432,605,11830
"undeterminedSex_AATQ_K113-11-e15.5_baseline",20428128,12362,6887,4596,10910,4316,5081,5381,9521,4651,59868,35023,19299,6830,584,513,1666,3570,4765,3045,1174,1145,1143,3860,2538,608,1395,1315,1807,1691,10579,10347,6937,7000,2784,2515,19940,20479,5786,5344,11324,11122,22048,5390,6375,32181,17087,48117,10371,410,191,8411
"undeterminedSex_AATQ_K113-8-e15.5_baseline",20438416,12870,6553,4581,10869,4550,4390,4889,8885,4119,54751,31610,16130,9650,524,467,1712,4009,4328,3321,1187,1177,1240,3974,2471,629,1491,1364,1687,1655,10834,10450,7276,7706,2668,2531,18822,19815,5806,5430,11461,10674,23037,5357,5655,31291,17404,49138,10583,330,233,8212
"undeterminedSex_AAWB_K269-40-e15.5_baseline",20354252,15229,7649,5732,12189,5242,6340,7220,11162,6394,75384,46185,26315,10761,703,667,1972,4782,4568,3390,1190,1181,1432,4028,2724,656,1453,1374,1794,1612,12449,11411,7804,7613,3033,2918,19384,22200,6289,5841,12513,11369,24235,5920,6103,33137,17843,51038,14804,311,206,8475
"undeterminedSex_AAWB_K346-40-e15.5_baseline",20375606,12480,6719,4832,10386,4181,4560,4581,9386,7591,74961,41711,24907,11527,706,682,1665,3777,4300,3312,1147,1163,1044,9744,2803,639,1579,2187,1932,1734,10681,10787,7099,7425,2850,2648,21300,20021,6776,5835,14675,12638,21826,5689,6308,33353,17085,50745,9944,322,151,8085
"undeterminedSex_AAWC_K245-15-e15.5_baseline",20445874,10789,6343,4437,10764,3943,4444,5248,9102,6044,57389,37426,20373,9052,558,514,1706,3825,4737,2849,1005,984,1208,3599,2441,472,1135,1232,1685,1599,10999,9977,7438,7539,2759,2547,18555,17158,5534,5271,11221,10455,21728,4514,5724,27633,15608,40190,13846,404,123,8113
"undeterminedSex_AAWC_K245-21-e15.5_baseline",20406278,13199,6946,4963,11550,4957,6154,5200,10310,6766,68147,38183,22654,9224,673,587,1902,4270,4798,3250,1195,1343,1450,3555,2746,493,1588,1224,1627,1569,11933,11278,7922,7944,3027,2814,17993,20794,5889,5276,11717,10446,22852,5593,5186,29098,16327,40138,16400,355,217,8620
"undeterminedSex_AAWF_K371-9-e15.5_baseline",20408718,10927,5794,4539,9831,4220,5013,5988,8529,4261,68900,39726,28494,11810,690,682,1685,3877,4576,3100,928,959,1268,3983,2453,531,1255,1295,1598,1569,11324,10542,7702,7651,2754,2653,19564,17850,6025,5651,12576,11538,21837,5050,5850,30473,16147,40321,16494,544,255,8475
"undeterminedSex_ABGF_K1122-11-e15.5_baseline",20350080,15531,9295,5966,13230,6364,6057,7708,11069,3345,73318,41364,25767,14248,673,699,1957,4567,4917,3683,1336,1413,1379,3777,2566,640,1391,1309,1858,1909,12114,11552,8134,8354,3000,2853,23314,22465,6584,6237,13375,12339,25065,5674,6364,32869,17460,50787,13468,432,143,9175
"undeterminedSex_ABHW_K1303-7-e15.5_baseline",20383168,13960,7360,4527,10642,4844,5554,5931,9675,4620,80251,43694,25544,12690,796,745,1854,4270,4914,3594,984,1124,1238,2801,2275,435,1421,1354,1616,1583,12423,11080,7772,7846,2865,2694,20394,17742,5448,5531,12359,11298,24341,4868,6029,28891,15890,43412,15054,377,222,9107
"undeterminedSex_ABJM_K1365-25-e15.5_baseline",20448808,10511,6421,4747,9878,4138,4513,5496,8282,3670,61627,35306,20423,8432,613,554,1701,3929,4434,3868,975,998,1237,3857,2697,474,1454,1498,1671,1526,10781,10046,7135,7132,2652,2443,17857,16647,5107,4897,12183,10836,21088,4876,5831,29274,15305,35551,15712,461,448,9211
